objeto;data_evento;evento;cliente;trecho;evento_trecho;unid_origem;unid_destino;dr_origem;dr_destino;gestao_prealerta;automatico;manual;total;macroprocesso;postado;ultimo_evento_extraviado;ultimo_evento_em_transito;ultimo_evento;ultimo_evento_data;evento_finalizador;tipo;analise_sro;unid_origem_apelido;unid_destino_apelido;trecho_real;se_postagem;unidade_postagem;data_postagem;familia;ultimo_evento_sinistro
ON170141674BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AC SANTOS;2020-12-29;SEDEX;sim
ON174327731BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON174922185BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON174924270BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;SPM;AGF SALDANHA DA GAMA;2020-12-29;SEDEX;sim
ON176206223BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON179455750BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON179506261BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON179552076BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON183805457BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON183867947BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON183930891BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON183959475BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON184751551BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON184754181BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON185010406BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MARIA LUIZA DOS ANJOS GONCALVES 39399469;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON185010410BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MARIA LUIZA DOS ANJOS GONCALVES 39399469;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON186871322BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON186899705BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON186943280BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON190965397BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON190996584BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194901278BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194901539BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194901732BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194902004BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194903340BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DB GENETICA SERVICOS LABORATORIAIS LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON194987375BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;MAGAZINE LUIZA SA;AGF SIA POSTAL (BSB) - CTE BRASILIA;Objeto expedido;AGF SIA POSTAL;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);AGF SIA POSTAL;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON197636311BR;2021-01-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;E BAZAR COM BR LTDA;CTCE BELO HORIZONTE (MG) - CTE BRASILIA;Objeto expedido;CTCE BELO HORIZONTE;CTE BRASILIA;MG;BSB;Gestao Manual;0;1;1;trat-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-11;nao;transito;Pendente (OTU);CTCE BELO HORIZONTE;CTE BRASILIA;Trecho;MG;AGF SAO GONCALO;2021-01-05;SEDEX;sim
ON198118145BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DIRETA POSTAL MKT DIRETO LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON198118185BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;DIRETA POSTAL MKT DIRETO LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON198202081BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;KONRATH ASSESSORIA E LOGISTICA LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON198488438BR;2021-01-07;OBJETO EM TRÂNSITO PARA A UNIDADE.;MANDA BEM INTERMEDIACOES LTDA;CTE JAGUARE (SPM) - CTE BRASILIA;Objeto expedido;CTE JAGUARE;CTE BRASILIA;SPM;BSB;Gestao Manual;0;1;1;trat-trat;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-07;nao;transito;Pendente (OTU);CTE JAGUARE;CTE BRASILIA;Trecho;N/C;N/C;;SEDEX;sim
ON259492186BR;2021-01-12;OBJETO EXTRAVIADO;MAGAZINE LUIZA SA;CEE TAGUATINGA (BSB) - CEE TAGUATINGA;Saiu para entrega ao destinatário;CEE TAGUATINGA;CEE TAGUATINGA;BSB;BSB;Gestao Manual;0;1;1;dist-dist;nao;nao;nao;Destinatário ausente;2021-01-14;nao;extraviado;Aguardando solicitacao de Desbloqueio;CEE TAGUATINGA;CEE TAGUATINGA;Responsabilizada;N/C;N/C;;SEDEX;nao
PE280396380BR;2020-12-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD TAGUATINGA NORTE (BSB) - CDD TAGUATINGA NORTE;Passagem interna;CDD TAGUATINGA NORTE;CDD TAGUATINGA NORTE;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-14;nao;transito;Pendente (OTU);CDD TAGUATINGA NORTE;CDD TAGUATINGA NORTE;Responsabilizada;MG;ACC JULITA;2020-11-26;ENCOMENDA PAC;sim
PG980776427BR;2020-12-25;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD RECANTO DAS EMAS (BSB) - CDD RECANTO DAS EMAS;Passagem interna;CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;BSB;BSB;Gestao Automatica;1;0;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-25;nao;transito;Pendente (OTU);CDD RECANTO DAS EMAS;CDD RECANTO DAS EMAS;Responsabilizada;SPM;AC SAO CAETANO DO SUL;2020-12-08;ENCOMENDA PAC;sim
PJ046260700BR;2021-01-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;ON LINE SAC SERVICOS EIRELI;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;nao;Objeto expedido;2021-01-14;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CEE BRASILIA SUL;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
PL140690315BR;2021-01-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Objeto expedido;2021-01-14;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CEE BRASILIA SUL;Trecho;SPM;AGF AMARO SOBRINHO;2020-12-21;ENCOMENDA PAC;nao
PL550133017BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;AP;AGF CENTRO NORTE;2020-12-28;ENCOMENDA PAC;sim
PL719243272BR;2020-12-29;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE CAJAMAR (SPM) - CEE BRASILIA NORTE;Objeto expedido;CTE CAJAMAR;CEE BRASILIA NORTE;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-29;nao;transito;Pendente (OTU);CTE CAJAMAR;CEE BRASILIA NORTE;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
PL863850615BR;2021-01-06;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE BRASILIA (BSB) - CDD PLANALTINA;Objeto expedido;CTE BRASILIA;CDD PLANALTINA;BSB;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2021-01-06;nao;transito;Pendente (OTU);CTE BRASILIA;CDD PLANALTINA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
PM019184544BR;2021-01-08;OBJETO EM TRÂNSITO PARA A UNIDADE.;STUDIO LUZE SERV E COM DESIGN E PAP LTDA;CTE CAJAMAR (SPM) - CEE BRASILIA SUL;Objeto expedido;CTE CAJAMAR;CEE BRASILIA SUL;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Objeto expedido;2021-01-12;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CEE BRASILIA SUL;Trecho;RS;AC JARDIM SAO PEDRO;2020-12-18;ENCOMENDA PAC;nao
PM047685011BR;2020-11-18;OBJETO EM TRÂNSITO PARA A UNIDADE.;CONFEDERACAO NACIONAL DA INDUSTRIA;AGF SCS (BSB) - CTE BRASILIA;Objeto expedido;AGF SCS;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-11-18;nao;transito;Pendente (OTU);AGF SCS;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-11-04;ENCOMENDA PAC;sim
PM047695637BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-12-04;ENCOMENDA PAC;sim
PM047695645BR;2021-01-14;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD MARCO ZERO (AP) - CTE BRASILIA;Objeto expedido;CDD MARCO ZERO;CTE BRASILIA;AP;BSB;Gestao Manual;0;1;1;dist-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-14;nao;transito;Pendente (OTU);CDD MARCO ZERO;CTE BRASILIA;Trecho;BSB;AGF SCS;2020-12-04;ENCOMENDA PAC;sim
PM081686269BR;2020-12-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;F A M E FABR APAR MAT EL LTDA;CTE SAUDE (SPM) - CEE TAGUATINGA;Objeto expedido;CTE SAUDE;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;nao;nao;sim;Objeto em trânsito para a unidade.;2020-12-26;nao;transito;Pendente (OTU);CTE SAUDE;CEE TAGUATINGA;Trecho;N/C;N/C;;ENCOMENDA PAC;sim
PM136634144BR;2020-12-16;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CDD SOBRADINHO (BSB) - CDD SOBRADINHO;Passagem interna;CDD SOBRADINHO;CDD SOBRADINHO;BSB;BSB;Gestao Manual;0;1;1;dist-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-16;nao;transito;Pendente (OTU);CDD SOBRADINHO;CDD SOBRADINHO;Responsabilizada;PR;AC TRES FRONTEIRAS;2020-11-30;ENCOMENDA PAC;sim
PM181262832BR;2020-11-23;OBJETO EM TRÂNSITO PARA A UNIDADE.;LOJAMODAFASHION COM EIRELI;CTE BRASILIA (BSB) - CDD BRASILIA SIA;Objeto expedido;CTE BRASILIA;CDD BRASILIA SIA;BSB;BSB;Gestao Automatica;1;0;1;trat-dist;nao;nao;nao;Solicitação de suspensão de entrega recebida;2020-12-17;nao;transito;A ser refugado na DR de Origem;CTE BRASILIA;CDD BRASILIA SIA;Trecho;N/C;N/C;;ENCOMENDA PAC;nao
PM200360389BR;2021-01-12;OBJETO EM TRÂNSITO PARA A UNIDADE.;MARE MARIA BEACH WEAR E FITNESS COM LTDA;CTE CAJAMAR (SPM) - CEE TAGUATINGA;Objeto expedido;CTE CAJAMAR;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Objeto expedido;2021-01-13;nao;transito;Evento posterior ao OTU;CTE CAJAMAR;CEE TAGUATINGA;Trecho;ES;AGF BAIRRO SANTA MONICA;2020-12-23;ENCOMENDA PAC;nao
PM202943820BR;2020-12-29;OBJETO EM TRÂNSITO PARA A UNIDADE.;NA;CTE CAJAMAR (SPM) - CEE BRASILIA NORTE;Objeto expedido;CTE CAJAMAR;CEE BRASILIA NORTE;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;nao;Objeto expedido;2021-01-13;nao;transito;Aguardando solicitacao de Desbloqueio;CTE CAJAMAR;CEE BRASILIA NORTE;Trecho;GO;AC CATURAI;2020-12-11;ENCOMENDA PAC;nao
PM232181463BR;2020-12-26;OBJETO EM TRÂNSITO PARA A UNIDADE.;KAREN LITZIUS 25963906806;CTE SAUDE (SPM) - CEE TAGUATINGA;Objeto expedido;CTE SAUDE;CEE TAGUATINGA;SPM;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-26;nao;transito;Pendente (OTU);CTE SAUDE;CEE TAGUATINGA;Trecho;SPM;AGF CORREIA DIAS;2020-12-11;ENCOMENDA PAC;sim
PM259111744BR;2020-12-11;OBJETO EM TRÂNSITO PARA A UNIDADE.;FUNDACAO UNIVERSIDADE DE BRASILIA;AGF 316 NORTE (BSB) - CTE BRASILIA;Objeto expedido;AGF 316 NORTE;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-11;nao;transito;Pendente (OTU);AGF 316 NORTE;CTE BRASILIA;Trecho;BSB;AGF 316 NORTE;2020-11-25;ENCOMENDA PAC;sim
PM260999655BR;2020-12-03;OBJETO EM TRÂNSITO PARA A UNIDADE.;MANDA BEM INTERMEDIACOES LTDA;CTCE BELO HORIZONTE (MG) - CEE TAGUATINGA;Objeto expedido;CTCE BELO HORIZONTE;CEE TAGUATINGA;MG;BSB;Gestao Manual;0;1;1;trat-dist;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-03;nao;transito;Pendente (OTU);CTCE BELO HORIZONTE;CEE TAGUATINGA;Trecho;MG;AC EXTREMA;2020-11-19;ENCOMENDA PAC;sim
PM271783880BR;2021-01-04;OBJETO EM TRÂNSITO PARA A UNIDADE.;DUFFY DISTRIBUIDORA DE BEBIDAS LTDA;AGF SIA POSTAL (BSB) - CTE BRASILIA;Objeto expedido;AGF SIA POSTAL;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2021-01-04;nao;transito;Pendente (OTU);AGF SIA POSTAL;CTE BRASILIA;Trecho;BSB;AGF SIA POSTAL;2020-12-17;ENCOMENDA PAC;sim
PM277692405BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;DNIT DPTO NAC DE INFRA DE TRANSPOR;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-09;nao;transito;Pendente (OTU);AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-11-24;ENCOMENDA PAC;sim
PM277692419BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;DNIT DPTO NAC DE INFRA DE TRANSPOR;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-09;nao;transito;Pendente (OTU);AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-11-24;ENCOMENDA PAC;sim
PM277692422BR;2020-12-09;OBJETO EM TRÂNSITO PARA A UNIDADE.;DNIT DPTO NAC DE INFRA DE TRANSPOR;AC SETOR DE INDUSTRIA (BSB) - CTE BRASILIA;Objeto expedido;AC SETOR DE INDUSTRIA;CTE BRASILIA;BSB;BSB;Gestao Manual;0;1;1;cap-trat;sim;nao;sim;Objeto em trânsito para a unidade.;2020-12-09;nao;transito;Pendente (OTU);AC SETOR DE INDUSTRIA;CTE BRASILIA;Trecho;BSB;AC SETOR DE INDUSTRIA;2020-11-24;ENCOMENDA PAC;sim
